Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
0,"H Haidar, S Bouix, AJ du Plessis, JS Soul","Shape Analysis of the Caudate Nucleus of Newborns",0,"ia.unc.edu","","","http://scholar.google.com/scholar?q=related:UOH5PEB1xtUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",84,"2014-08-04","PDF"
0,"…, M Nakamura, DF Salisbury, Y Hirayasu, S Bouix…","PRIORITY COMMUNICATION",0,"","","","",85,"2014-08-04","CITATION"
0,"T Ohtani, S Bouix, T Hosokawa, Y Saito, R Eckbo…","Abnormalities in white matter connections between orbitofrontal cortex and anterior cingulate cortex and their associations with negative symptoms in schizophrenia: A …",2014,"Schizophrenia …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0920996414002461","",86,"2014-08-04",""
0,"Y Gao, A Tannenbaum, S Bouix","A framework for joint image-and-shape analysis",2014,"SPIE Medical …","proceedings.spiedigitallibrary.org","http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1852445","http://scholar.google.com/scholar?q=related:T9SrU3Rm12YJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",87,"2014-08-04",""
0,"Y Gao, LJ Zhu, S Bouix…","Interpolation of longitudinal shape and image data via optimal mass transport",2014,"SPIE Medical …","proceedings.spiedigitallibrary.org","http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1852515","http://scholar.google.com/scholar?q=related:A9pcXbpL4IwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",88,"2014-08-04",""
0,"…, J Barron, S Beauchemin, R Bergevin, S Bouix…","xii",0,"ieeexplore.ieee.org","","","",89,"2014-08-04","CITATION"
0,"T Ohtani, M Kubicki, S Bouix…","Abnormalities in White Matter Connectivity between Orbitofrontal Cortex and Anterior Cingulate Cortex in Schizophrenia",2010,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",90,"2014-08-04","CITATION"
0,"…, H Liao, S Merugumala, S Bouix…","Neuroimaging in repetitive brain trauma",2014,"… Research & Therapy","biomedcentral.com","","http://scholar.google.com/scholar?q=related:QknocgzGCKQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",91,"2014-08-04","PDF"
0,"…, J Barron, S Beauchemin, R Bergevin, S Bouix…","Co-Chairs",0,"computer.org","","http://www.computer.org/csdl/proceedings/crv/2007/2786/00/2786xii.pdf","http://scholar.google.com/scholar?cluster=5577999240455381970&hl=en&num=20&as_sdt=0,5",92,"2014-08-04",""
0,"T Asami, S Hyuk Lee, S Bouix, Y Rathi…","Cerebral white matter abnormalities and their associations with negative but not positive symptoms of schizophrenia",2014,"Psychiatry Research: …","Elsevier","http://www.sciencedirect.com/science/article/pii/S0925492714000493","http://scholar.google.com/scholar?q=related:uyu_iyS_GkQJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",93,"2014-08-04",""
0,"Y Hong, Y Gao, M Niethammer, S Bouix","Depth-Based Shape-Analysis",0,"Proceedings of the …","wwwx.cs.unc.edu","","",94,"2014-08-04","PDF"
0,"…, M Niethammer, S Bouix…","Caudate nucleus shape abnormalities in schizotypal personality disorder",2008,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",95,"2014-08-04","CITATION"
0,"KSSBA Tannenbaum, SW Zucker","Hamilton-Jacobi Skeletons",0,"mit-6854-project.googlecode.com","","","http://scholar.google.com/scholar?q=related:BhfSlTKDXWUJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",96,"2014-08-04","PDF"
0,"O Pasternak, CF Westin, S Bouix, L Seidman…","14: 45 FREE-WATER IMAGING REVEALS A GLOBAL INFLAMMATORY EFFECT AND LOCAL AXONAL DEGENERATION IN FIRST EPISODE …",2012,"Schizophrenia …","Elsevier","","http://scholar.google.com/scholar?q=related:eN01l_SEe24J:scholar.google.com/&hl=en&num=20&as_sdt=0,5",97,"2014-08-04","CITATION"
0,"T Hosokawa, S Bouix…","Non-invasive Connectivity Based Thalamus Classification by Diffusion Tensor Imaging",2014,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",98,"2014-08-04","CITATION"
0,"…, M Styner, D Markant, S Bouix…","Corpus callosum and schizophrenia-diffusion tensor imaging study",2007,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",99,"2014-08-04","CITATION"
0,"Y Gao, T Riklin‐Raviv, S Bouix","Shape analysis, a field in need of careful validation",2014,"Human brain mapping","Wiley Online Library","http://onlinelibrary.wiley.com/doi/10.1002/hbm.22525/full","http://scholar.google.com/scholar?q=related:jOSXqXyCTdAJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",100,"2014-08-04",""
0,"Y Rathi, JG Malcolm, S Bouix, AR Tannenbaum…","Affine Registration of label maps in Label Space",2010,"","smartech.gatech.edu","http://smartech.gatech.edu/handle/1853/35885","http://scholar.google.com/scholar?q=related:-JdHsp_dn9sJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",101,"2014-08-04",""
0,"SBP Dimitrov, CPK Siddiqi","Physics-Based Skeletons",0,"cipprs.org","","","http://scholar.google.com/scholar?q=related:l3Cnwi7YAu4J:scholar.google.com/&hl=en&num=20&as_sdt=0,5",102,"2014-08-04","PDF"
0,"S Bouix, K Siddiqi","Computing Medial Surfaces",2000,"… with Medical Applications, December 8-10, …","books.google.com","http://books.google.com/books?hl=en&lr=&id=jxOHV22bOekC&oi=fnd&pg=PA91&dq=Sylvain+Bouix&ots=A5VLXswV7U&sig=sbteyzjg78l2ezB86xhBCy6emhs","http://scholar.google.com/scholar?q=related:msySw_lTrRgJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",103,"2014-08-04",""
0,"K Siddiqi, S Bouix, J Shah","Skeletons via Shocks of Boundary Evolution",2008,"Medial Representations","Springer","http://link.springer.com/chapter/10.1007/978-1-4020-8658-8_4","http://scholar.google.com/scholar?q=related:kUWH14cRB50J:scholar.google.com/&hl=en&num=20&as_sdt=0,5",104,"2014-08-04",""
0,"S Einstein, S Bouix, C Nielsen…","The impact of gradient field distortion on the calculation of brain atrophy in Alzheimer's disease, derived from volumetric MRI using the boundary shift …",2013,"… & Dementia: The …","alzheimersanddementia.com","","http://scholar.google.com/scholar?cluster=418272729616896134&hl=en&num=20&as_sdt=0,5",105,"2014-08-04","CITATION"
0,"P Savadjiev, Y Rathi, S Bouix, AR Smith…","Fusion of white and gray matter geometry: a framework for investigating brain development",2014,"Medical Image …","Elsevier","http://www.sciencedirect.com/science/article/pii/S1361841514001078","",106,"2014-08-04",""
0,"…, M Nakamura, S Bouix…","Inferior frontal gyrus and thalamic volume reduction in schizophrenia: An MRI study",2007,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",107,"2014-08-04","CITATION"
0,"JC Harris, T Asami, TJ Whitford, S Bouix…","This issue will be available online April 3, 2013.",2013,"…","archpsyc.jamanetwork.com","http://archpsyc.jamanetwork.com/data/Journals/PSYCH/926737/ToC_ytc130001_353_355.pdf","",108,"2014-08-04",""
0,"Y Gao, L Zhu, A Yezzi, S Bouix, A Tannenbaum","Scar Segmentation in DE-MRI",0,"","","","http://scholar.google.com/scholar?q=related:Azg49mvOYHkJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",109,"2014-08-04","CITATION"
0,"…, P Kulkarni, C Ferris, S Bouix…","Changes in Myelination of the Anterior Commissure in Mice with Loss of ErbB Receptor Signalling in Oligodendrocytes",2012,"BIOLOGICAL …","… INC 360 PARK AVE SOUTH, NEW …","","",110,"2014-08-04","CITATION"
0,"MVSPH Vincent, JP Scharff-Catherine, SSJJ Bouix","Elaboration par procédé sol-gel de couches minces d'oxydes xAl2O3-ySiO2 poreux sur fibres pour des interphases dans les composites à matrice céramique",0,"pem.utbm.fr","","","http://scholar.google.com/scholar?q=related:yH92Bi4u1qwJ:scholar.google.com/&hl=en&num=20&as_sdt=0,5",111,"2014-08-04","PDF"
